,순위,선수명,팀명,AVG,G,PA,AB,H,2B,3B,HR,RBI,년도,경기타입
13,31,홍성용,KT,-,1,0,0,0,0,0,0,0,2015,KBO 시범경기
14,31,황덕균,KT,-,1,0,0,0,0,0,0,0,2015,KBO 시범경기
0,1,조중근,KT,0.450,11,22,20,9,3,0,0,4,2015,KBO 와일드카드
1,2,박기혁,KT,0.381,10,23,21,8,4,0,0,1,2015,KBO 와일드카드
2,3,김동은,KT,0.333,5,3,3,1,1,0,0,1,2015,KBO 와일드카드
3,4,신명철,KT,0.300,9,23,20,6,3,1,0,4,2015,KBO 와일드카드
4,4,이대형,KT,0.300,11,35,30,9,0,0,0,2,2015,KBO 와일드카드
5,6,박경수,KT,0.294,8,19,17,5,3,0,1,4,2015,KBO 와일드카드
6,7,하준호,KT,0.273,8,12,11,3,0,0,1,2,2015,KBO 와일드카드
7,8,김지열,KT,0.261,12,48,46,12,3,0,2,2,2015,KBO 와일드카드
8,9,장성호,KT,0.211,10,21,19,4,2,0,1,2,2015,KBO 와일드카드
9,10,김동욱,KT,0.200,2,5,5,1,1,0,0,1,2015,KBO 와일드카드
10,10,김상현,KT,0.200,9,31,30,6,2,0,0,2,2015,KBO 와일드카드
11,10,윤도경,KT,0.200,10,20,20,4,0,0,1,3,2015,KBO 와일드카드
12,10,장성우,KT,0.200,11,25,20,4,2,0,0,2,2015,KBO 와일드카드
13,14,이지찬,KT,0.182,12,23,22,4,0,0,0,1,2015,KBO 와일드카드
14,15,마르테,KT,0.174,11,28,23,4,0,0,2,2,2015,KBO 와일드카드
15,16,한윤섭,KT,0.167,7,6,6,1,0,0,0,0,2015,KBO 와일드카드
16,17,김진곤,KT,0.133,10,15,15,2,1,0,0,0,2015,KBO 와일드카드
17,17,배정대,KT,0.133,11,15,15,2,0,0,0,0,2015,KBO 와일드카드
18,17,심우준,KT,0.133,9,15,15,2,1,0,0,1,2015,KBO 와일드카드
19,20,오정복,KT,0.091,9,13,11,1,0,0,0,0,2015,KBO 와일드카드
20,21,문상철,KT,0.071,11,17,14,1,0,0,0,1,2015,KBO 와일드카드
21,22,김성윤,KT,0.000,2,4,3,0,0,0,0,0,2015,KBO 와일드카드
22,22,김영환,KT,0.000,3,5,5,0,0,0,0,0,2015,KBO 와일드카드
23,22,송민섭,KT,0.000,4,4,4,0,0,0,0,0,2015,KBO 와일드카드
24,22,신석기,KT,0.000,4,1,1,0,0,0,0,0,2015,KBO 와일드카드
0,1,양의지,두산,0.438,4,17,16,7,3,0,1,4,2016,KBO 정규시즌
1,1,에반스,두산,0.438,4,17,16,7,1,0,0,1,2016,KBO 정규시즌
2,3,허경민,두산,0.353,4,17,17,6,2,0,0,5,2016,KBO 정규시즌
3,4,오재원,두산,0.333,4,20,15,5,1,0,1,3,2016,KBO 정규시즌
4,5,김재환,두산,0.294,4,18,17,5,0,0,2,2,2016,KBO 정규시즌
5,6,김재호,두산,0.286,4,16,14,4,0,0,0,0,2016,KBO 정규시즌
6,7,민병헌,두산,0.200,4,18,15,3,0,0,0,0,2016,KBO 정규시즌
7,7,박건우,두산,0.200,4,20,15,3,0,0,0,2,2016,KBO 정규시즌
8,9,오재일,두산,0.059,4,19,17,1,0,0,0,2,2016,KBO 정규시즌
9,10,국해성,두산,0.000,1,1,1,0,0,0,0,0,2016,KBO 정규시즌
10,10,류지혁,두산,-,4,0,0,0,0,0,0,0,2016,KBO 정규시즌
11,10,정수빈,두산,-,2,0,0,0,0,0,0,0,2016,KBO 정규시즌
0,25,진야곱,두산,-,1,0,0,0,0,0,0,0,2016,KBO 정규시즌
1,25,함덕주,두산,-,1,0,0,0,0,0,0,0,2016,KBO 정규시즌
0,25,진야곱,두산,-,1,0,0,0,0,0,0,0,2016,KBO 시범경기
1,25,함덕주,두산,-,1,0,0,0,0,0,0,0,2016,KBO 시범경기
0,20,최재훈,두산,0.000,7,9,6,0,0,0,0,1,2016,KBO 시범경기
1,20,함덕주,두산,-,2,0,0,0,0,0,0,0,2016,KBO 시범경기
0,20,최재훈,두산,0.000,7,9,6,0,0,0,0,1,2016,KBO 와일드카드
1,20,함덕주,두산,-,2,0,0,0,0,0,0,0,2016,KBO 와일드카드
0,26,민태호,NC,-,1,0,0,0,0,0,0,0,2016,KBO 정규시즌
1,26,박민석,NC,-,1,0,0,0,0,0,0,0,2016,KBO 정규시즌
2,26,박세웅,NC,0.000,1,1,1,0,0,0,0,0,2016,KBO 정규시즌
3,26,박준영,NC,-,3,0,0,0,0,0,0,0,2016,KBO 정규시즌
4,26,배재환,NC,-,2,0,0,0,0,0,0,0,2016,KBO 정규시즌
5,26,원종현,NC,-,2,0,0,0,0,0,0,0,2016,KBO 정규시즌
6,26,이민호,NC,-,3,0,0,0,0,0,0,0,2016,KBO 정규시즌
7,26,이재학,NC,-,1,0,0,0,0,0,0,0,2016,KBO 정규시즌
8,26,임정호,NC,-,1,0,0,0,0,0,0,0,2016,KBO 정규시즌
9,26,임창민,NC,-,6,0,0,0,0,0,0,0,2016,KBO 정규시즌
10,26,장현식,NC,-,1,0,0,0,0,0,0,0,2016,KBO 정규시즌
11,26,최금강,NC,-,1,0,0,0,0,0,0,0,2016,KBO 정규시즌
0,1,김태진,NC,0.500,2,2,2,1,0,0,0,0,2016,KBO 시범경기
1,2,박대온,NC,0.400,13,15,15,6,0,0,0,0,2016,KBO 시범경기
2,3,박민우,NC,0.343,121,515,435,149,16,6,3,55,2016,KBO 시범경기
3,4,조영훈,NC,0.335,109,207,179,60,14,0,5,35,2016,KBO 시범경기
4,5,모창민,NC,0.331,63,147,133,44,8,0,5,20,2016,KBO 시범경기
5,6,테임즈,NC,0.321,123,529,436,140,30,3,40,121,2016,KBO 시범경기
6,7,나성범,NC,0.309,144,653,572,177,37,2,22,113,2016,KBO 시범경기
7,8,박석민,NC,0.307,126,506,427,131,20,0,32,104,2016,KBO 시범경기
8,9,손시헌,NC,0.305,110,403,341,104,21,2,5,39,2016,KBO 시범경기
9,10,이종욱,NC,0.305,134,517,453,138,24,4,5,57,2016,KBO 시범경기
10,11,이호준,NC,0.298,119,472,399,119,20,0,21,87,2016,KBO 시범경기
11,12,김종호,NC,0.295,93,137,122,36,2,0,0,7,2016,KBO 시범경기
12,13,이상호,NC,0.280,15,27,25,7,2,0,0,1,2016,KBO 시범경기
13,14,권희동,NC,0.268,14,47,41,11,0,0,1,9,2016,KBO 시범경기
14,15,김성욱,NC,0.265,130,348,306,81,15,1,15,51,2016,KBO 시범경기
15,16,김준완,NC,0.261,122,325,253,66,7,1,1,12,2016,KBO 시범경기
16,17,김태군,NC,0.232,134,395,340,79,15,0,1,30,2016,KBO 시범경기
17,18,지석훈,NC,0.219,141,394,351,77,14,0,9,54,2016,KBO 시범경기
18,19,용덕한,NC,0.212,88,116,104,22,3,0,2,7,2016,KBO 시범경기
19,20,도태훈,NC,0.167,6,7,6,1,0,0,0,0,2016,KBO 시범경기
20,20,조평호,NC,0.167,3,7,6,1,0,0,0,0,2016,KBO 시범경기
21,22,이재율,NC,0.154,32,13,13,2,0,0,0,0,2016,KBO 시범경기
22,23,강민국,NC,0.130,24,26,23,3,1,0,1,1,2016,KBO 시범경기
23,24,윤병호,NC,0.111,11,9,9,1,0,0,1,3,2016,KBO 시범경기
24,25,황윤호,NC,0.083,33,12,12,1,0,0,0,2,2016,KBO 시범경기
25,26,강구성,NC,0.000,2,3,3,0,0,0,0,0,2016,KBO 시범경기
26,26,구창모,NC,-,1,0,0,0,0,0,0,0,2016,KBO 시범경기
27,26,김선규,NC,-,1,0,0,0,0,0,0,0,2016,KBO 시범경기
28,26,김진성,NC,-,3,0,0,0,0,0,0,0,2016,KBO 시범경기
29,26,김학성,NC,-,1,0,0,0,0,0,0,0,2016,KBO 시범경기
0,1,김태진,NC,0.500,2,2,2,1,0,0,0,0,2016,KBO 와일드카드
1,2,박대온,NC,0.400,13,15,15,6,0,0,0,0,2016,KBO 와일드카드
2,3,박민우,NC,0.343,121,515,435,149,16,6,3,55,2016,KBO 와일드카드
3,4,조영훈,NC,0.335,109,207,179,60,14,0,5,35,2016,KBO 와일드카드
4,5,모창민,NC,0.331,63,147,133,44,8,0,5,20,2016,KBO 와일드카드
5,6,테임즈,NC,0.321,123,529,436,140,30,3,40,121,2016,KBO 와일드카드
6,7,나성범,NC,0.309,144,653,572,177,37,2,22,113,2016,KBO 와일드카드
7,8,박석민,NC,0.307,126,506,427,131,20,0,32,104,2016,KBO 와일드카드
8,9,손시헌,NC,0.305,110,403,341,104,21,2,5,39,2016,KBO 와일드카드
9,10,이종욱,NC,0.305,134,517,453,138,24,4,5,57,2016,KBO 와일드카드
10,11,이호준,NC,0.298,119,472,399,119,20,0,21,87,2016,KBO 와일드카드
11,12,김종호,NC,0.295,93,137,122,36,2,0,0,7,2016,KBO 와일드카드
12,13,이상호,NC,0.280,15,27,25,7,2,0,0,1,2016,KBO 와일드카드
13,14,권희동,NC,0.268,14,47,41,11,0,0,1,9,2016,KBO 와일드카드
14,15,김성욱,NC,0.265,130,348,306,81,15,1,15,51,2016,KBO 와일드카드
15,16,김준완,NC,0.261,122,325,253,66,7,1,1,12,2016,KBO 와일드카드
16,17,김태군,NC,0.232,134,395,340,79,15,0,1,30,2016,KBO 와일드카드
17,18,지석훈,NC,0.219,141,394,351,77,14,0,9,54,2016,KBO 와일드카드
18,19,용덕한,NC,0.212,88,116,104,22,3,0,2,7,2016,KBO 와일드카드
19,20,도태훈,NC,0.167,6,7,6,1,0,0,0,0,2016,KBO 와일드카드
20,20,조평호,NC,0.167,3,7,6,1,0,0,0,0,2016,KBO 와일드카드
21,22,이재율,NC,0.154,32,13,13,2,0,0,0,0,2016,KBO 와일드카드
22,23,강민국,NC,0.130,24,26,23,3,1,0,1,1,2016,KBO 와일드카드
23,24,윤병호,NC,0.111,11,9,9,1,0,0,1,3,2016,KBO 와일드카드
24,25,황윤호,NC,0.083,33,12,12,1,0,0,0,2,2016,KBO 와일드카드
25,26,강구성,NC,0.000,2,3,3,0,0,0,0,0,2016,KBO 와일드카드
26,26,구창모,NC,-,1,0,0,0,0,0,0,0,2016,KBO 와일드카드
27,26,김선규,NC,-,1,0,0,0,0,0,0,0,2016,KBO 와일드카드
28,26,김진성,NC,-,3,0,0,0,0,0,0,0,2016,KBO 와일드카드
29,26,김학성,NC,-,1,0,0,0,0,0,0,0,2016,KBO 와일드카드
0,1,지석훈,NC,1.000,3,2,1,1,0,0,0,1,2016,KBO 한국시리즈
1,2,용덕한,NC,0.500,2,2,2,1,0,0,0,1,2016,KBO 한국시리즈
2,3,손시헌,NC,0.429,4,17,14,6,2,0,0,0,2016,KBO 한국시리즈
3,4,김태군,NC,0.400,4,14,10,4,0,0,0,2,2016,KBO 한국시리즈
4,5,박민우,NC,0.333,4,19,18,6,0,0,0,2,2016,KBO 한국시리즈
5,6,김성욱,NC,0.300,4,12,10,3,0,0,1,2,2016,KBO 한국시리즈
6,7,이호준,NC,0.231,4,14,13,3,1,0,0,2,2016,KBO 한국시리즈
7,8,박석민,NC,0.222,4,15,9,2,0,0,2,3,2016,KBO 한국시리즈
8,9,나성범,NC,0.167,4,18,18,3,0,0,0,0,2016,KBO 한국시리즈
9,9,테임즈,NC,0.167,3,13,12,2,0,0,1,1,2016,KBO 한국시리즈
10,11,이종욱,NC,0.154,3,15,13,2,0,0,0,0,2016,KBO 한국시리즈
11,12,권희동,NC,0.125,3,8,8,1,0,0,0,0,2016,KBO 한국시리즈
12,13,김종호,NC,-,2,0,0,0,0,0,0,0,2016,KBO 한국시리즈
13,13,김준완,NC,0.000,4,4,3,0,0,0,0,0,2016,KBO 한국시리즈
14,13,모창민,NC,-,1,0,0,0,0,0,0,0,2016,KBO 한국시리즈
15,13,이상호,NC,-,3,0,0,0,0,0,0,0,2016,KBO 한국시리즈
16,13,조영훈,NC,0.000,2,5,5,0,0,0,0,0,2016,KBO 한국시리즈
0,1,지재옥,넥센,1.000,1,2,1,1,0,0,0,0,2016,KBO 시범경기
1,2,대니돈,넥센,0.375,10,30,24,9,0,0,0,3,2016,KBO 시범경기
2,3,박동원,넥센,0.333,12,37,36,12,2,0,3,8,2016,KBO 시범경기
3,3,허정협,넥센,0.333,9,6,6,2,0,1,0,2,2016,KBO 시범경기
4,5,김민성,넥센,0.306,16,43,36,11,2,0,0,7,2016,KBO 시범경기
5,6,송성문,넥센,0.300,7,11,10,3,1,0,0,2,2016,KBO 시범경기
6,7,고종욱,넥센,0.293,13,44,41,12,2,0,0,2,2016,KBO 시범경기
7,8,장시윤,넥센,0.278,16,19,18,5,1,0,0,1,2016,KBO 시범경기
8,9,유재신,넥센,0.273,10,11,11,3,0,0,0,2,2016,KBO 시범경기
9,10,윤석민,넥센,0.262,16,46,42,11,5,0,1,8,2016,KBO 시범경기
10,10,이택근,넥센,0.262,15,48,42,11,1,0,2,11,2016,KBO 시범경기
11,12,장영석,넥센,0.250,16,24,20,5,1,0,1,3,2016,KBO 시범경기
12,12,홍성갑,넥센,0.250,11,12,12,3,0,0,0,2,2016,KBO 시범경기
13,14,서건창,넥센,0.244,15,48,45,11,7,1,0,4,2016,KBO 시범경기
14,15,강지광,넥센,0.227,9,24,22,5,0,0,0,1,2016,KBO 시범경기
15,16,박정음,넥센,0.148,15,34,27,4,0,0,1,5,2016,KBO 시범경기
16,17,김하성,넥센,0.143,15,47,42,6,0,1,0,1,2016,KBO 시범경기
17,17,임병욱,넥센,0.143,13,39,35,5,1,0,1,1,2016,KBO 시범경기
18,19,김재현,넥센,0.083,12,14,12,1,0,0,0,0,2016,KBO 시범경기
19,20,김상수,넥센,-,1,0,0,0,0,0,0,0,2016,KBO 시범경기
20,20,김지수,넥센,0.000,5,4,3,0,0,0,0,1,2016,KBO 시범경기
21,20,김택형,넥센,-,1,0,0,0,0,0,0,0,2016,KBO 시범경기
22,20,마정길,넥센,-,1,0,0,0,0,0,0,0,2016,KBO 시범경기
23,20,박윤,넥센,0.000,6,6,4,0,0,0,0,0,2016,KBO 시범경기
24,20,이보근,넥센,-,1,0,0,0,0,0,0,0,2016,KBO 시범경기
25,20,주효상,넥센,0.000,2,4,4,0,0,0,0,0,2016,KBO 시범경기
26,20,채태인,넥센,0.000,3,10,7,0,0,0,0,0,2016,KBO 시범경기
0,1,지재옥,넥센,1.000,1,2,1,1,0,0,0,0,2016,KBO 와일드카드
1,2,대니돈,넥센,0.375,10,30,24,9,0,0,0,3,2016,KBO 와일드카드
2,3,박동원,넥센,0.333,12,37,36,12,2,0,3,8,2016,KBO 와일드카드
3,3,허정협,넥센,0.333,9,6,6,2,0,1,0,2,2016,KBO 와일드카드
4,5,김민성,넥센,0.306,16,43,36,11,2,0,0,7,2016,KBO 와일드카드
5,6,송성문,넥센,0.300,7,11,10,3,1,0,0,2,2016,KBO 와일드카드
6,7,고종욱,넥센,0.293,13,44,41,12,2,0,0,2,2016,KBO 와일드카드
7,8,장시윤,넥센,0.278,16,19,18,5,1,0,0,1,2016,KBO 와일드카드
8,9,유재신,넥센,0.273,10,11,11,3,0,0,0,2,2016,KBO 와일드카드
9,10,윤석민,넥센,0.262,16,46,42,11,5,0,1,8,2016,KBO 와일드카드
10,10,이택근,넥센,0.262,15,48,42,11,1,0,2,11,2016,KBO 와일드카드
11,12,장영석,넥센,0.250,16,24,20,5,1,0,1,3,2016,KBO 와일드카드
12,12,홍성갑,넥센,0.250,11,12,12,3,0,0,0,2,2016,KBO 와일드카드
13,14,서건창,넥센,0.244,15,48,45,11,7,1,0,4,2016,KBO 와일드카드
14,15,강지광,넥센,0.227,9,24,22,5,0,0,0,1,2016,KBO 와일드카드
15,16,박정음,넥센,0.148,15,34,27,4,0,0,1,5,2016,KBO 와일드카드
16,17,김하성,넥센,0.143,15,47,42,6,0,1,0,1,2016,KBO 와일드카드
17,17,임병욱,넥센,0.143,13,39,35,5,1,0,1,1,2016,KBO 와일드카드
18,19,김재현,넥센,0.083,12,14,12,1,0,0,0,0,2016,KBO 와일드카드
19,20,김상수,넥센,-,1,0,0,0,0,0,0,0,2016,KBO 와일드카드
20,20,김지수,넥센,0.000,5,4,3,0,0,0,0,1,2016,KBO 와일드카드
21,20,김택형,넥센,-,1,0,0,0,0,0,0,0,2016,KBO 와일드카드
22,20,마정길,넥센,-,1,0,0,0,0,0,0,0,2016,KBO 와일드카드
23,20,박윤,넥센,0.000,6,6,4,0,0,0,0,0,2016,KBO 와일드카드
24,20,이보근,넥센,-,1,0,0,0,0,0,0,0,2016,KBO 와일드카드
25,20,주효상,넥센,0.000,2,4,4,0,0,0,0,0,2016,KBO 와일드카드
26,20,채태인,넥센,0.000,3,10,7,0,0,0,0,0,2016,KBO 와일드카드
0,1,대니돈,넥센,0.400,3,5,5,2,0,0,0,0,2016,KBO 플레이오프
1,1,이택근,넥센,0.400,4,16,15,6,1,0,0,1,2016,KBO 플레이오프
2,3,고종욱,넥센,0.357,4,17,14,5,1,0,0,1,2016,KBO 플레이오프
3,4,윤석민,넥센,0.333,4,16,15,5,1,0,0,0,2016,KBO 플레이오프
4,5,김하성,넥센,0.286,4,17,14,4,0,0,0,1,2016,KBO 플레이오프
5,6,김지수,넥센,0.250,2,4,4,1,0,0,0,1,2016,KBO 플레이오프
6,7,김민성,넥센,0.200,4,16,15,3,0,0,0,0,2016,KBO 플레이오프
7,7,채태인,넥센,0.200,4,10,10,2,1,0,0,0,2016,KBO 플레이오프
8,9,서건창,넥센,0.188,4,17,16,3,0,0,0,4,2016,KBO 플레이오프
9,10,임병욱,넥센,0.100,4,12,10,1,0,0,1,1,2016,KBO 플레이오프
10,11,박동원,넥센,0.091,4,13,11,1,1,0,0,1,2016,KBO 플레이오프
11,12,강지광,넥센,-,2,0,0,0,0,0,0,0,2016,KBO 플레이오프
12,12,김민준,넥센,-,1,0,0,0,0,0,0,0,2016,KBO 플레이오프
13,12,김웅빈,넥센,0.000,1,1,1,0,0,0,0,0,2016,KBO 플레이오프
14,12,김재현,넥센,-,1,0,0,0,0,0,0,0,2016,KBO 플레이오프
15,12,유재신,넥센,-,2,0,0,0,0,0,0,0,2016,KBO 플레이오프
0,28,소사,LG,-,2,0,0,0,0,0,0,0,2016,KBO 정규시즌
1,28,윤지웅,LG,-,1,0,0,0,0,0,0,0,2016,KBO 정규시즌
2,28,이승현,LG,-,3,0,0,0,0,0,0,0,2016,KBO 정규시즌
3,28,임정우,LG,-,4,0,0,0,0,0,0,0,2016,KBO 정규시즌
4,28,정현욱,LG,-,1,0,0,0,0,0,0,0,2016,KBO 정규시즌
5,28,진해수,LG,-,1,0,0,0,0,0,0,0,2016,KBO 정규시즌
6,28,최동환,LG,-,1,0,0,0,0,0,0,0,2016,KBO 정규시즌
7,28,홍창기,LG,0.000,3,5,4,0,0,0,0,0,2016,KBO 정규시즌
0,28,소사,LG,-,2,0,0,0,0,0,0,0,2016,KBO 시범경기
1,28,윤지웅,LG,-,1,0,0,0,0,0,0,0,2016,KBO 시범경기
2,28,이승현,LG,-,3,0,0,0,0,0,0,0,2016,KBO 시범경기
3,28,임정우,LG,-,4,0,0,0,0,0,0,0,2016,KBO 시범경기
4,28,정현욱,LG,-,1,0,0,0,0,0,0,0,2016,KBO 시범경기
5,28,진해수,LG,-,1,0,0,0,0,0,0,0,2016,KBO 시범경기
6,28,최동환,LG,-,1,0,0,0,0,0,0,0,2016,KBO 시범경기
7,28,홍창기,LG,0.000,3,5,4,0,0,0,0,0,2016,KBO 시범경기
0,27,임정우,LG,-,1,0,0,0,0,0,0,0,2016,KBO 시범경기
1,27,정찬헌,LG,-,1,0,0,0,0,0,0,0,2016,KBO 시범경기
2,27,최경철,LG,0.000,11,15,12,0,0,0,0,0,2016,KBO 시범경기
0,27,임정우,LG,-,1,0,0,0,0,0,0,0,2016,KBO 와일드카드
1,27,정찬헌,LG,-,1,0,0,0,0,0,0,0,2016,KBO 와일드카드
2,27,최경철,LG,0.000,11,15,12,0,0,0,0,0,2016,KBO 와일드카드
0,30,김윤동,KIA,-,1,0,0,0,0,0,0,0,2016,KBO 정규시즌
1,30,김진우,KIA,-,2,0,0,0,0,0,0,0,2016,KBO 정규시즌
2,30,박준표,KIA,-,1,0,0,0,0,0,0,0,2016,KBO 정규시즌
3,30,배힘찬,KIA,-,1,0,0,0,0,0,0,0,2016,KBO 정규시즌
4,30,심동섭,KIA,-,2,0,0,0,0,0,0,0,2016,KBO 정규시즌
5,30,임창용,KIA,-,2,0,0,0,0,0,0,0,2016,KBO 정규시즌
6,30,전상현,KIA,-,1,0,0,0,0,0,0,0,2016,KBO 정규시즌
7,30,정용운,KIA,-,1,0,0,0,0,0,0,0,2016,KBO 정규시즌
8,30,최병연,KIA,0.000,12,9,8,0,0,0,0,0,2016,KBO 정규시즌
9,30,최영필,KIA,-,1,0,0,0,0,0,0,0,2016,KBO 정규시즌
10,30,한기주,KIA,-,1,0,0,0,0,0,0,0,2016,KBO 정규시즌
11,30,한승혁,KIA,-,2,0,0,0,0,0,0,0,2016,KBO 정규시즌
12,30,헥터,KIA,-,3,0,0,0,0,0,0,0,2016,KBO 정규시즌
13,30,홍건희,KIA,-,4,0,0,0,0,0,0,0,2016,KBO 정규시즌
0,30,김윤동,KIA,-,1,0,0,0,0,0,0,0,2016,KBO 시범경기
1,30,김진우,KIA,-,2,0,0,0,0,0,0,0,2016,KBO 시범경기
2,30,박준표,KIA,-,1,0,0,0,0,0,0,0,2016,KBO 시범경기
3,30,배힘찬,KIA,-,1,0,0,0,0,0,0,0,2016,KBO 시범경기
4,30,심동섭,KIA,-,2,0,0,0,0,0,0,0,2016,KBO 시범경기
5,30,임창용,KIA,-,2,0,0,0,0,0,0,0,2016,KBO 시범경기
6,30,전상현,KIA,-,1,0,0,0,0,0,0,0,2016,KBO 시범경기
7,30,정용운,KIA,-,1,0,0,0,0,0,0,0,2016,KBO 시범경기
8,30,최병연,KIA,0.000,12,9,8,0,0,0,0,0,2016,KBO 시범경기
9,30,최영필,KIA,-,1,0,0,0,0,0,0,0,2016,KBO 시범경기
10,30,한기주,KIA,-,1,0,0,0,0,0,0,0,2016,KBO 시범경기
11,30,한승혁,KIA,-,2,0,0,0,0,0,0,0,2016,KBO 시범경기
12,30,헥터,KIA,-,3,0,0,0,0,0,0,0,2016,KBO 시범경기
13,30,홍건희,KIA,-,4,0,0,0,0,0,0,0,2016,KBO 시범경기
0,25,홍건희,KIA,-,1,0,0,0,0,0,0,0,2016,KBO 시범경기
0,25,홍건희,KIA,-,1,0,0,0,0,0,0,0,2016,KBO 와일드카드
0,25,박정배,SK,-,3,0,0,0,0,0,0,0,2016,KBO 정규시즌
1,25,박희수,SK,0.000,5,1,1,0,0,0,0,0,2016,KBO 정규시즌
2,25,신재웅,SK,-,2,0,0,0,0,0,0,0,2016,KBO 정규시즌
3,25,유서준,SK,0.000,8,7,7,0,0,0,0,0,2016,KBO 정규시즌
4,25,이건욱,SK,-,1,0,0,0,0,0,0,0,2016,KBO 정규시즌
5,25,이대수,SK,0.000,14,15,12,0,0,0,0,2,2016,KBO 정규시즌
6,25,이정담,SK,-,1,0,0,0,0,0,0,0,2016,KBO 정규시즌
7,25,전유수,SK,-,3,0,0,0,0,0,0,0,2016,KBO 정규시즌
8,25,정영일,SK,-,2,0,0,0,0,0,0,0,2016,KBO 정규시즌
9,25,조한욱,SK,-,1,0,0,0,0,0,0,0,2016,KBO 정규시즌
10,25,채병용,SK,-,2,0,0,0,0,0,0,0,2016,KBO 정규시즌
0,25,박정배,SK,-,3,0,0,0,0,0,0,0,2016,KBO 시범경기
1,25,박희수,SK,0.000,5,1,1,0,0,0,0,0,2016,KBO 시범경기
2,25,신재웅,SK,-,2,0,0,0,0,0,0,0,2016,KBO 시범경기
3,25,유서준,SK,0.000,8,7,7,0,0,0,0,0,2016,KBO 시범경기
4,25,이건욱,SK,-,1,0,0,0,0,0,0,0,2016,KBO 시범경기
5,25,이대수,SK,0.000,14,15,12,0,0,0,0,2,2016,KBO 시범경기
6,25,이정담,SK,-,1,0,0,0,0,0,0,0,2016,KBO 시범경기
7,25,전유수,SK,-,3,0,0,0,0,0,0,0,2016,KBO 시범경기
8,25,정영일,SK,-,2,0,0,0,0,0,0,0,2016,KBO 시범경기
9,25,조한욱,SK,-,1,0,0,0,0,0,0,0,2016,KBO 시범경기
10,25,채병용,SK,-,2,0,0,0,0,0,0,0,2016,KBO 시범경기
0,1,이재원,SK,0.429,15,37,35,15,3,1,2,8,2016,KBO 와일드카드
1,2,임석진,SK,0.375,3,8,8,3,1,0,1,3,2016,KBO 와일드카드
2,3,김민식,SK,0.357,10,15,14,5,1,0,0,1,2016,KBO 와일드카드
3,4,박재상,SK,0.333,7,19,18,6,0,0,0,2,2016,KBO 와일드카드
4,5,박정권,SK,0.326,15,46,43,14,1,0,1,11,2016,KBO 와일드카드
5,6,이명기,SK,0.308,12,39,39,12,5,0,0,0,2016,KBO 와일드카드
6,7,정의윤,SK,0.298,15,51,47,14,3,0,0,3,2016,KBO 와일드카드
7,8,김재현,SK,0.267,12,15,15,4,1,0,0,1,2016,KBO 와일드카드
8,9,김성현,SK,0.250,11,33,28,7,0,0,0,1,2016,KBO 와일드카드
9,9,이대수,SK,0.250,14,33,32,8,3,0,0,3,2016,KBO 와일드카드
10,11,김강민,SK,0.242,14,38,33,8,1,0,2,7,2016,KBO 와일드카드
11,12,최정,SK,0.240,10,26,25,6,1,0,1,4,2016,KBO 와일드카드
12,13,조동화,SK,0.217,12,25,23,5,1,0,0,2,2016,KBO 와일드카드
13,14,김기현,SK,0.200,3,5,5,1,0,0,0,0,2016,KBO 와일드카드
14,14,김동엽,SK,0.200,6,11,10,2,0,0,0,1,2016,KBO 와일드카드
15,14,최정민,SK,0.200,8,15,15,3,1,0,0,1,2016,KBO 와일드카드
16,17,유서준,SK,0.182,14,23,22,4,1,0,0,2,2016,KBO 와일드카드
17,18,고메즈,SK,0.135,13,40,37,5,3,0,1,4,2016,KBO 와일드카드
18,19,이진석,SK,0.125,9,16,16,2,0,1,0,0,2016,KBO 와일드카드
19,19,조성모,SK,0.125,8,8,8,1,0,0,0,0,2016,KBO 와일드카드
20,21,이현석,SK,0.100,6,10,10,1,0,0,0,0,2016,KBO 와일드카드
21,21,최승준,SK,0.100,15,45,40,4,0,0,2,3,2016,KBO 와일드카드
22,23,김주한,SK,-,1,0,0,0,0,0,0,0,2016,KBO 와일드카드
23,23,전유수,SK,-,1,0,0,0,0,0,0,0,2016,KBO 와일드카드
0,29,김주현,한화,0.000,4,3,3,0,0,0,0,0,2016,KBO 정규시즌
1,29,로저스,한화,-,1,0,0,0,0,0,0,0,2016,KBO 정규시즌
2,29,박노민,한화,0.000,5,2,2,0,0,0,0,0,2016,KBO 정규시즌
3,29,박정진,한화,-,1,0,0,0,0,0,0,0,2016,KBO 정규시즌
4,29,송창식,한화,-,1,0,0,0,0,0,0,0,2016,KBO 정규시즌
5,29,윤규진,한화,-,1,0,0,0,0,0,0,0,2016,KBO 정규시즌
6,29,이시원,한화,0.000,17,2,2,0,0,0,0,0,2016,KBO 정규시즌
7,29,이태양,한화,0.000,1,1,1,0,0,0,0,0,2016,KBO 정규시즌
8,29,임익준,한화,0.000,3,2,2,0,0,0,0,0,2016,KBO 정규시즌
9,29,장민재,한화,-,2,0,0,0,0,0,0,0,2016,KBO 정규시즌
10,29,정범모,한화,0.000,5,4,4,0,0,0,0,0,2016,KBO 정규시즌
11,29,정우람,한화,-,2,0,0,0,0,0,0,0,2016,KBO 정규시즌
12,29,정현석,한화,0.000,3,8,8,0,0,0,0,0,2016,KBO 정규시즌
13,29,지시완,한화,-,1,0,0,0,0,0,0,0,2016,KBO 정규시즌
0,29,김주현,한화,0.000,4,3,3,0,0,0,0,0,2016,KBO 시범경기
